Topic_No,Topic_Perc_Contrib,Topic_Keywords,Text,Clean_Text
3,0.2825,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak","In my opinion, Ukrainians are very stupid. Henry Kissinger is an ardent Russophobe, Well, even he realized that it s not worth contacting Russia. and now some Ukrainian begins to tell Henry Kissinger what to do...#rammstein",opinion ukrainian stupid realize worth contact ukrainian rammstein
5,0.2802,"propaganda, amp, trump, kyiv, refugee, news, supply, help, child, official","Pretty sad to realise people didn t comprehend first time around re self/community care details of the pandemic, along with the propaganda that it was over (!?) Sigh 😥",pretty sad realise people comprehend time community care detail pandemic propaganda sigh
0,0.2952,"invasion, money, support, soldier, leave, year, start, direct, pay, shit","Funny Steve Kerr was on “team duties” when he was asked and answered! The player from Ukraine was as well about the war. Those were ok but a two second answer like “ I think there needs to be more gun control, or I think people should legally keep their guns” is too much?",funny team duty ask answer answer gun control people legally gun
7,0.243,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","All those ""refugees are welcome"" sign people in NYC will take care of them, right? https://t.co/j3dMqmHj7O",refugee sign people
3,0.3951,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",“Latest updates on the war in Ukraine” https://t.co/sYJgilH9rU,late update
3,0.3991,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",PARADOXXX INVASION MV OUT NOW #ParadoXXXInvasion #MANIFESTO_DAY1 #ENHYPEN ,paradoxxx_invasion manifesto_day_enhypen
3,0.3991,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",PARADOXXX INVASION MV OUT NOW #ParadoXXXInvasion #MANIFESTO_DAY1 #ENHYPEN ,paradoxxx_invasion manifesto_day_enhypen
1,0.3002,"time, fight, https, join, state, land, wrong, find, economy, invade",stream stream !! PARADOXXX INVASION MV OUT NOW #ParadoXXXInvasion #MANIFESTO_DAY1 #ENHYPEN ,stream stream paradoxxx_invasion manifesto_day_enhypen
3,0.3991,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",PARADOXXX INVASION MV OUT NOW #ParadoXXXInvasion #MANIFESTO_DAY1 #ENHYPEN ,paradoxxx_invasion manifesto_day_enhypen
3,0.3991,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",PARADOXXX INVASION MV OUT NOW #ParadoXXXInvasion #MANIFESTO_DAY1 #ENHYPEN ,paradoxxx_invasion manifesto_day_enhypen
5,0.4597,"propaganda, amp, trump, kyiv, refugee, news, supply, help, child, official","Rwanda is at war on its borders it’s has been at war for several years, UN does not send refugees to Rwanda these are refugees caused by Rwanda war this is very unstable country with close associations with Russia",border war year send refugee refugee cause war unstable country close association
4,0.3696,"ukraine, war, nazi, https, call, support, happen, fact, side, win","Well, it is none of my business but I would like to point out that the Russian FM Lavrov had to make a comment about Foreign Secretary Liz Truss  supposed lack of geographical knowledge. Does Britain want such a person to lead their country? Good luck! https://t.co/9m7b8yKwcF",business point russian comment foreign secretary liz truss suppose lack geographical knowledge lead country good https ykwcf
3,0.4299,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak","There is a reason that almost every member of the house voted yes on it and those that voted no are notorious right wing extremists. NATO historically sucks, but right now it is the only thing standing between us and a full scale world war in Europe. We can worry about it after.",reason member vote vote notorious wing extremist historically suck stand full scale worry
7,0.5209,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",Nah we are not gonna forget the little green men operation in Crimea and how it affects this whole conflict are we,go forget green man conflict
1,0.4869,"time, fight, https, join, state, land, wrong, find, economy, invade","Let s make this perfectly clear - PUTIN WANTS TO RULE THE WORLD !!!! Of course, Russia s aims go beyond Donbas... how absurd to even say this... smdh",perfectly clear aim
6,0.4158,"country, day, attack, lose, leader, sanction, death, good, tell, read",THIS Is What They re Not Telling You About Ukraine War https://t.co/37u5ANpYQH via ,tell anpyqh
6,0.3208,"country, day, attack, lose, leader, sanction, death, good, tell, read",#NATO member #Turkey killed 1 year old baby and 9 other civilians in an airstrike in #kurdistan region of #iraq. I wonder if #Russia was behind this attack! What would the “ free democratic human lover countries” would say or do? #USA #EU https://t.co/LEqa0VvXHc,member kill year baby civilian attack human country leqa vvxhc
7,0.4966,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","These guys are attending a brainwashing seminar for 3 bladdy months! Imagine! First item on agenda, anti China propaganda! I can’t wait for announcement of counter program from ! First item on the agenda is how many civilians and gov killed world wide",guy attend brainwash seminar bladdy month imagine wait civilian kill wide
3,0.531,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",‼STREAM FUTURE PERFECT &amp; PARADOXXX INVASION‼ ‼STREAM FUTURE PERFECT &amp; PARADOXXX INVASION‼ ‼STREAM FUTURE PERFECT &amp; PARADOXXX INVASION‼ ‼STREAM FUTURE PERFECT &amp; PARADOXXX INVASION‼ ‼STREAM FUTURE PERFECT &amp; PARADOXXX INVASION‼,stream future perfect amp paradoxxx_invasion stream future perfect amp paradoxxx_invasion stream future perfect amp paradoxxx_invasion stream future perfect amp paradoxxx_invasion stream future perfect amp paradoxxx_invasion
6,0.2261,"country, day, attack, lose, leader, sanction, death, good, tell, read","Republicans do realize that Putin banned all guns in Russia. So if they want Trump to be king, would they be okay with their guns being taken away? Hmm....",republican realize ban gun trump king gun
1,0.3549,"time, fight, https, join, state, land, wrong, find, economy, invade",Russian strikes pummel Ukraine as Putin wins Iranian support for offensive https://t.co/AGUDltyifB via ,russian strike win iranian offensive https agudltyifb
7,0.4535,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",What are actual Ukrainians saying about russian liberals..go on..I’ll wait for you to make a fool of yourself here You’re talking to someone who’s talking to many many Ukrainians and other Eastern Europeans about russian liberals… So tell me how you think they feel?,actual ukrainian russian liberal wait fool talk talking ukrainian eastern russian liberal feel
4,0.3472,"ukraine, war, nazi, https, call, support, happen, fact, side, win",Zelensky also arrests opposition leaders and media not promoting him,zelensky arrest opposition leader medium promote
7,0.4473,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","Putin said of his future Ukraine civilian victims: ""These are our comrades, those dearest to us— not only colleagues, friends, but also relatives, people bound by blood, by family ties."" https://t.co/aXcfoOJEN9",civilian victim comrade dearest colleague friend relative people bind blood family_tie
4,0.5434,"ukraine, war, nazi, https, call, support, happen, fact, side, win","They were insurrectionists clutching Nazi flags, building gallows and wearing anti-Semitic slogans on their shirts.. and we ve only received more proof of that, since, not less.",clutch nazi flag building gallow wear anti semitic slogan shirt receive proof
1,0.3608,"time, fight, https, join, state, land, wrong, find, economy, invade","So the Tories can smash democracy into little pieces AGAIN? I suppose Putin is pretty busy these days so we might actually get a “free and fair” ref this time, but only if the Tories are not allowed to run it",tory smash democracy piece suppose pretty busy day free fair time tory allow
7,0.243,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",Today I read that young Russians hate the West because they are receptive to Putin propaganda.,read young hate
4,0.4513,"ukraine, war, nazi, https, call, support, happen, fact, side, win",let s get the 300 KM HIMARS to Ukraine Sec. Blinken. Both the House and Senate support this. Absolutely no reason to wait. Thank you.,support absolutely reason wait
4,0.4578,"ukraine, war, nazi, https, call, support, happen, fact, side, win"," Another rich elitist ""woke-tard"". Won t play ""Hit Me with Your Best Shot"" ... to prevent school shootings. 🤔 that s what the song is about? But will play ""Love is a Battlefield"" during Ukraine War. ""Hell Is For Children"" ... is that a religious condemnation?",rich elitist wake tard play hit prevent school shooting song play war child religious condemnation
7,0.341,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",But it was destroyed in some airport in Kiev. We all saw the videos,destroy
7,0.3368,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","Thanks Mr Johnson! Ukraine is very grateful to you and the people of Britain for the military and humanitarian assistance! The Ukrainians really appreciate this help. We love you, dear Mr. Johnson!❤️ 🇺🇦🇬🇧",grateful people humanitarian assistance ukrainian love dear
